resume_text,role
encryption compliance iam security Authored project Improved performance of project Developed iam handled team of 3,Cloud Security Architect
iam compliance encryption cloud Developed team Worked on security Managed team,Cloud Security Architect
intern security compliance iam encryption Responsible for automation Managed tooling Collaborated with project,Cloud Security Architect
compliance security iam encryption Managed project Worked on cloud Implemented CI/CD automation,Cloud Security Architect
iam security cloud encryption Responsible for automation Developed iam Developed cloud,Cloud Security Architect
compliance iam security cloud Authored project Responsible for cloud Designed and implemented tooling reduced time by 48%,Cloud Security Architect
principal security compliance cloud encryption Managed security Optimized team Collaborated with tooling handled team of 7,Cloud Security Architect
cloud encryption security iam Worked on security Developed cloud Implemented CI/CD security reduced time by 26% handled team of 14,Cloud Security Architect
junior encryption security compliance iam Developed compliance Managed encryption Led a project on system reduced time by 20%,Cloud Security Architect
cloud security encryption iam Collaborated with compliance Worked on security Developed project,Cloud Security Architect
director compliance iam security encryption Worked on security Authored project Improved performance of encryption,Cloud Security Architect
iam compliance encryption cloud Worked on iam Built scalable automation Managed system,Cloud Security Architect
compliance iam cloud security Optimized tooling Responsible for team Owned end-to-end project reduced time by 21% handled team of 12,Cloud Security Architect
junior encryption iam security compliance Owned end-to-end system Worked on team Designed and implemented system,Cloud Security Architect
intern iam compliance encryption security Designed and implemented encryption Optimized team Led a project on encryption,Cloud Security Architect
iam encryption cloud compliance Optimized iam Owned end-to-end security Authored cloud,Cloud Security Architect
principal security iam encryption compliance Led a project on compliance Implemented CI/CD tooling Improved performance of security reduced time by 19%,Cloud Security Architect
iam encryption cloud compliance Authored tooling Owned end-to-end encryption Implemented CI/CD project reduced time by 33%,Cloud Security Architect
security compliance iam encryption Built scalable system Collaborated with compliance Responsible for tooling,Cloud Security Architect
cloud security compliance iam Managed automation Collaborated with cloud Responsible for automation reduced time by 39%,Cloud Security Architect
principal security compliance encryption iam Led a project on team Managed project Built scalable project,Cloud Security Architect
iam encryption security cloud Worked on iam Built scalable system Worked on project,Cloud Security Architect
iam encryption compliance security Owned end-to-end cloud Optimized cloud Implemented CI/CD encryption,Cloud Security Architect
compliance security iam cloud Managed project Responsible for encryption Managed iam reduced time by 27% handled team of 2,Cloud Security Architect
intern iam encryption compliance cloud Managed system Owned end-to-end tooling Built scalable system reduced time by 26%,Cloud Security Architect
intern cloud iam compliance security Responsible for team Improved performance of cloud Built scalable encryption,Cloud Security Architect
iam encryption compliance cloud Collaborated with cloud Led a project on automation Designed and implemented tooling reduced time by 39%,Cloud Security Architect
cloud compliance security encryption Worked on team Owned end-to-end automation Built scalable security,Cloud Security Architect
junior iam encryption cloud security Implemented CI/CD team Authored project Owned end-to-end team,Cloud Security Architect
encryption iam security cloud Worked on cloud Authored compliance Authored tooling,Cloud Security Architect
lead compliance security cloud iam Led a project on security Optimized cloud Improved performance of compliance handled team of 4,Cloud Security Architect
lead security iam cloud encryption Developed iam Developed tooling Managed iam reduced time by 23%,Cloud Security Architect
security compliance encryption iam Responsible for compliance Managed security Improved performance of iam handled team of 2,Cloud Security Architect
compliance cloud iam security Developed iam Authored project Responsible for system reduced time by 58% handled team of 11,Cloud Security Architect
principal cloud compliance encryption security Optimized iam Responsible for security Developed tooling reduced time by 10%,Cloud Security Architect
principal cloud iam encryption security Worked on project Built scalable encryption Collaborated with automation handled team of 14,Cloud Security Architect
iam compliance cloud security Designed and implemented security Improved performance of compliance Authored cloud reduced time by 52%,Cloud Security Architect
junior iam security encryption compliance Owned end-to-end security Owned end-to-end project Worked on security reduced time by 44%,Cloud Security Architect
encryption cloud security compliance Worked on cloud Designed and implemented automation Owned end-to-end system,Cloud Security Architect
manager cloud compliance security encryption Authored project Designed and implemented system Designed and implemented cloud,Cloud Security Architect
cloud encryption compliance security Managed security Owned end-to-end security Developed automation reduced time by 33%,Cloud Security Architect
compliance encryption cloud iam Authored security Collaborated with system Implemented CI/CD system reduced time by 33% handled team of 3,Cloud Security Architect
compliance security cloud encryption Optimized cloud Owned end-to-end system Worked on encryption handled team of 4,Cloud Security Architect
director encryption compliance cloud iam Collaborated with project Built scalable team Responsible for security,Cloud Security Architect
iam cloud compliance encryption Developed iam Owned end-to-end iam Managed compliance reduced time by 24% handled team of 5,Cloud Security Architect
security cloud iam encryption Owned end-to-end tooling Managed system Designed and implemented encryption,Cloud Security Architect
cloud compliance iam encryption Built scalable team Built scalable encryption Responsible for team,Cloud Security Architect
senior cloud compliance iam encryption Designed and implemented compliance Developed security Built scalable system,Cloud Security Architect
security iam cloud compliance Responsible for automation Optimized iam Optimized iam,Cloud Security Architect
encryption compliance cloud security Improved performance of compliance Worked on system Developed project reduced time by 45%,Cloud Security Architect
compliance security encryption cloud Authored security Led a project on iam Implemented CI/CD cloud handled team of 5,Cloud Security Architect
principal compliance cloud iam security Built scalable team Optimized iam Developed security reduced time by 33%,Cloud Security Architect
cloud security compliance encryption Developed team Led a project on encryption Authored iam reduced time by 59%,Cloud Security Architect
security compliance encryption cloud Responsible for cloud Owned end-to-end iam Optimized project,Cloud Security Architect
encryption iam compliance cloud Optimized project Managed encryption Owned end-to-end encryption,Cloud Security Architect
encryption cloud iam security Improved performance of security Managed iam Optimized compliance,Cloud Security Architect
compliance iam encryption security Optimized tooling Implemented CI/CD iam Led a project on compliance,Cloud Security Architect
iam cloud encryption security Responsible for system Collaborated with compliance Improved performance of compliance reduced time by 45%,Cloud Security Architect
compliance cloud security iam Managed project Led a project on tooling Collaborated with team handled team of 11,Cloud Security Architect
encryption compliance cloud security Responsible for cloud Built scalable project Authored team reduced time by 33%,Cloud Security Architect
principal compliance cloud security encryption Improved performance of iam Developed project Optimized automation,Cloud Security Architect
security encryption iam cloud Improved performance of iam Worked on system Owned end-to-end compliance reduced time by 57%,Cloud Security Architect
cloud iam security encryption Optimized encryption Built scalable compliance Collaborated with project reduced time by 28%,Cloud Security Architect
security iam cloud encryption Designed and implemented automation Optimized security Responsible for security reduced time by 49% handled team of 14,Cloud Security Architect
encryption iam security cloud Owned end-to-end system Managed iam Designed and implemented encryption handled team of 8,Cloud Security Architect
security iam compliance encryption Designed and implemented tooling Led a project on project Designed and implemented security,Cloud Security Architect
security cloud encryption iam Optimized compliance Managed compliance Collaborated with tooling reduced time by 34%,Cloud Security Architect
compliance security encryption iam Implemented CI/CD tooling Authored encryption Led a project on cloud handled team of 6,Cloud Security Architect
security cloud iam compliance Implemented CI/CD project Owned end-to-end encryption Improved performance of system handled team of 12,Cloud Security Architect
iam compliance security encryption Managed system Owned end-to-end iam Responsible for automation reduced time by 28%,Cloud Security Architect
senior compliance iam cloud encryption Collaborated with compliance Owned end-to-end iam Collaborated with tooling reduced time by 42% handled team of 8,Cloud Security Architect
encryption security compliance cloud Managed tooling Improved performance of team Worked on system,Cloud Security Architect
encryption security cloud iam Owned end-to-end team Responsible for iam Managed automation reduced time by 58%,Cloud Security Architect
cloud iam compliance security Designed and implemented security Collaborated with system Led a project on iam reduced time by 54%,Cloud Security Architect
intern compliance cloud security encryption Built scalable security Collaborated with tooling Collaborated with tooling,Cloud Security Architect
manager iam compliance security cloud Owned end-to-end compliance Worked on automation Managed team handled team of 5,Cloud Security Architect
cloud encryption iam compliance Collaborated with encryption Led a project on compliance Worked on iam reduced time by 45%,Cloud Security Architect
security iam compliance cloud Owned end-to-end security Optimized automation Led a project on system reduced time by 59%,Cloud Security Architect
compliance security cloud iam Authored team Implemented CI/CD cloud Managed tooling,Cloud Security Architect
iam security encryption cloud Led a project on tooling Responsible for encryption Managed team,Cloud Security Architect
director encryption security cloud compliance Implemented CI/CD iam Managed system Optimized compliance,Cloud Security Architect
junior encryption compliance cloud security Optimized system Collaborated with iam Developed encryption,Cloud Security Architect
iam compliance encryption cloud Optimized iam Improved performance of project Built scalable automation handled team of 4,Cloud Security Architect
manager cloud security encryption compliance Collaborated with security Implemented CI/CD project Managed security reduced time by 35%,Cloud Security Architect
encryption compliance iam cloud Designed and implemented team Owned end-to-end cloud Improved performance of project handled team of 6,Cloud Security Architect
cloud compliance iam security Implemented CI/CD cloud Responsible for automation Worked on tooling,Cloud Security Architect
encryption security cloud compliance Developed automation Designed and implemented automation Developed iam,Cloud Security Architect
cloud security encryption iam Collaborated with compliance Managed security Worked on system reduced time by 20% handled team of 6,Cloud Security Architect
principal compliance cloud encryption security Worked on team Responsible for security Worked on compliance,Cloud Security Architect
compliance cloud encryption security Designed and implemented encryption Authored cloud Improved performance of iam,Cloud Security Architect
compliance encryption cloud security Authored cloud Optimized system Improved performance of cloud,Cloud Security Architect
cloud compliance encryption security Implemented CI/CD automation Managed project Optimized tooling reduced time by 55%,Cloud Security Architect
cloud compliance iam encryption Managed team Managed iam Responsible for tooling,Cloud Security Architect
cloud iam security compliance Implemented CI/CD project Developed project Responsible for encryption,Cloud Security Architect
iam compliance security cloud Implemented CI/CD iam Managed security Responsible for cloud reduced time by 17%,Cloud Security Architect
compliance iam encryption cloud Owned end-to-end security Worked on automation Designed and implemented tooling,Cloud Security Architect
security compliance iam cloud Led a project on compliance Managed team Led a project on iam,Cloud Security Architect
security compliance iam encryption Collaborated with tooling Designed and implemented compliance Designed and implemented team reduced time by 53%,Cloud Security Architect
senior cloud iam security encryption Improved performance of security Optimized security Implemented CI/CD system reduced time by 45%,Cloud Security Architect
security cloud encryption compliance Built scalable team Developed compliance Optimized project reduced time by 44% handled team of 9,Cloud Security Architect
principal compliance iam cloud encryption Worked on security Collaborated with encryption Managed team,Cloud Security Architect
cloud encryption iam compliance Authored automation Owned end-to-end encryption Optimized compliance reduced time by 44%,Cloud Security Architect
lead compliance security iam cloud Managed project Authored compliance Developed project handled team of 10,Cloud Security Architect
security iam compliance cloud Designed and implemented team Managed automation Worked on system reduced time by 48%,Cloud Security Architect
director security compliance encryption cloud Implemented CI/CD system Worked on team Built scalable security handled team of 7,Cloud Security Architect
encryption compliance cloud security Improved performance of project Led a project on team Worked on compliance,Cloud Security Architect
compliance encryption cloud iam Designed and implemented automation Designed and implemented tooling Collaborated with compliance handled team of 13,Cloud Security Architect
compliance iam encryption security Managed cloud Responsible for compliance Developed team reduced time by 49%,Cloud Security Architect
compliance iam cloud security Managed security Led a project on iam Built scalable cloud handled team of 4,Cloud Security Architect
encryption security compliance iam Designed and implemented project Led a project on system Improved performance of cloud reduced time by 55% handled team of 11,Cloud Security Architect
compliance cloud security encryption Responsible for project Collaborated with compliance Authored iam handled team of 13,Cloud Security Architect
manager compliance iam security encryption Optimized project Designed and implemented cloud Developed encryption handled team of 9,Cloud Security Architect
security cloud iam compliance Designed and implemented tooling Owned end-to-end compliance Responsible for team reduced time by 40%,Cloud Security Architect
encryption compliance iam security Implemented CI/CD project Worked on iam Owned end-to-end tooling,Cloud Security Architect
cloud security compliance encryption Owned end-to-end system Authored iam Developed iam,Cloud Security Architect
security iam cloud encryption Optimized team Led a project on cloud Led a project on automation handled team of 10,Cloud Security Architect
principal security encryption iam cloud Built scalable team Designed and implemented system Improved performance of tooling,Cloud Security Architect
cloud compliance encryption iam Developed team Led a project on encryption Worked on system,Cloud Security Architect
encryption security compliance cloud Collaborated with automation Worked on team Owned end-to-end iam reduced time by 42%,Cloud Security Architect
senior compliance encryption iam security Owned end-to-end compliance Improved performance of system Improved performance of automation,Cloud Security Architect
manager compliance encryption iam security Developed team Improved performance of team Worked on encryption reduced time by 10%,Cloud Security Architect
security encryption cloud iam Designed and implemented security Authored tooling Responsible for automation,Cloud Security Architect
iam security encryption compliance Designed and implemented system Owned end-to-end project Worked on compliance reduced time by 11% handled team of 2,Cloud Security Architect
cloud compliance security iam Managed compliance Owned end-to-end encryption Authored team,Cloud Security Architect
iam security encryption cloud Worked on security Optimized iam Built scalable team handled team of 9,Cloud Security Architect
iam encryption cloud security Optimized system Designed and implemented security Responsible for project,Cloud Security Architect
manager security cloud iam encryption Worked on team Authored security Owned end-to-end encryption reduced time by 51%,Cloud Security Architect
principal iam cloud compliance encryption Responsible for security Designed and implemented compliance Authored project,Cloud Security Architect
cloud iam encryption compliance Led a project on compliance Optimized cloud Improved performance of automation,Cloud Security Architect
security compliance iam cloud Implemented CI/CD compliance Improved performance of compliance Owned end-to-end encryption reduced time by 37%,Cloud Security Architect
cloud security encryption iam Managed encryption Developed automation Authored cloud reduced time by 21% handled team of 10,Cloud Security Architect
security cloud iam compliance Optimized security Managed cloud Managed encryption reduced time by 27% handled team of 7,Cloud Security Architect
security encryption compliance iam Authored automation Implemented CI/CD iam Improved performance of system reduced time by 31%,Cloud Security Architect
lead compliance encryption security iam Implemented CI/CD project Led a project on automation Responsible for system reduced time by 27%,Cloud Security Architect
encryption iam compliance security Worked on project Owned end-to-end iam Managed compliance,Cloud Security Architect
encryption iam cloud security Collaborated with system Designed and implemented security Designed and implemented automation,Cloud Security Architect
senior security compliance encryption iam Managed iam Improved performance of compliance Owned end-to-end automation,Cloud Security Architect
security cloud encryption iam Designed and implemented system Built scalable cloud Designed and implemented tooling,Cloud Security Architect
iam cloud encryption security Managed compliance Collaborated with encryption Responsible for iam reduced time by 41%,Cloud Security Architect
cloud compliance security iam Authored team Owned end-to-end cloud Built scalable iam,Cloud Security Architect
junior compliance security encryption cloud Built scalable compliance Worked on team Authored system,Cloud Security Architect
security iam compliance cloud Designed and implemented automation Developed compliance Managed system,Cloud Security Architect
security iam encryption compliance Developed compliance Responsible for team Managed team reduced time by 28%,Cloud Security Architect
manager iam cloud security compliance Authored team Authored encryption Led a project on automation reduced time by 53%,Cloud Security Architect
lead encryption security iam cloud Authored team Authored team Managed security,Cloud Security Architect
compliance iam encryption security Developed security Responsible for security Built scalable encryption,Cloud Security Architect
iam security compliance encryption Responsible for tooling Optimized security Led a project on iam reduced time by 55%,Cloud Security Architect
cloud compliance encryption security Implemented CI/CD tooling Improved performance of team Managed project,Cloud Security Architect
security cloud iam compliance Optimized security Responsible for system Built scalable encryption reduced time by 45%,Cloud Security Architect
junior compliance cloud iam security Optimized project Managed compliance Optimized team reduced time by 26%,Cloud Security Architect
iam cloud encryption security Collaborated with project Led a project on system Optimized cloud reduced time by 50%,Cloud Security Architect
compliance cloud iam security Optimized team Collaborated with compliance Owned end-to-end iam reduced time by 30%,Cloud Security Architect
director security encryption compliance cloud Led a project on encryption Led a project on cloud Improved performance of cloud,Cloud Security Architect
cloud iam security compliance Developed automation Implemented CI/CD compliance Improved performance of system reduced time by 36%,Cloud Security Architect
cloud encryption compliance iam Authored team Managed compliance Owned end-to-end cloud handled team of 13,Cloud Security Architect
compliance cloud iam security Worked on iam Built scalable compliance Responsible for security reduced time by 14%,Cloud Security Architect
senior security iam encryption cloud Designed and implemented encryption Led a project on encryption Owned end-to-end encryption,Cloud Security Architect
security encryption iam compliance Designed and implemented cloud Optimized cloud Developed iam handled team of 10,Cloud Security Architect
senior cloud compliance encryption iam Collaborated with tooling Worked on project Responsible for tooling,Cloud Security Architect
security cloud encryption compliance Improved performance of compliance Managed automation Improved performance of automation,Cloud Security Architect
manager compliance encryption iam cloud Developed system Built scalable team Designed and implemented cloud reduced time by 44%,Cloud Security Architect
cloud encryption compliance security Designed and implemented tooling Designed and implemented cloud Developed security reduced time by 27%,Cloud Security Architect
principal security encryption cloud iam Managed cloud Owned end-to-end project Implemented CI/CD system reduced time by 39%,Cloud Security Architect
iam encryption security cloud Collaborated with security Worked on project Designed and implemented team handled team of 12,Cloud Security Architect
iam compliance encryption security Optimized team Worked on system Responsible for team handled team of 11,Cloud Security Architect
cloud compliance encryption iam Owned end-to-end tooling Designed and implemented project Built scalable automation reduced time by 48%,Cloud Security Architect
junior cloud encryption iam security Owned end-to-end automation Responsible for project Authored cloud,Cloud Security Architect
cloud iam encryption compliance Responsible for cloud Managed security Designed and implemented team,Cloud Security Architect
security cloud compliance iam Built scalable tooling Built scalable cloud Worked on automation,Cloud Security Architect
iam cloud compliance encryption Authored tooling Built scalable encryption Managed system reduced time by 41%,Cloud Security Architect
security cloud iam compliance Owned end-to-end cloud Authored cloud Collaborated with cloud,Cloud Security Architect
junior security encryption iam cloud Led a project on automation Improved performance of cloud Owned end-to-end security,Cloud Security Architect
manager compliance security cloud encryption Managed tooling Built scalable automation Managed encryption handled team of 10,Cloud Security Architect
cloud iam security compliance Collaborated with team Developed team Developed cloud reduced time by 38%,Cloud Security Architect
encryption cloud compliance iam Managed cloud Implemented CI/CD project Designed and implemented compliance reduced time by 36%,Cloud Security Architect
encryption security compliance cloud Responsible for security Managed security Owned end-to-end automation,Cloud Security Architect
intern security encryption cloud compliance Owned end-to-end team Collaborated with team Optimized tooling,Cloud Security Architect
security compliance iam cloud Managed cloud Improved performance of cloud Optimized compliance,Cloud Security Architect
encryption cloud security iam Improved performance of compliance Worked on compliance Authored encryption reduced time by 58%,Cloud Security Architect
compliance encryption iam cloud Improved performance of cloud Led a project on project Developed automation reduced time by 19% handled team of 15,Cloud Security Architect
cloud iam encryption compliance Built scalable tooling Optimized system Managed cloud reduced time by 40%,Cloud Security Architect
compliance iam encryption cloud Responsible for automation Owned end-to-end iam Managed system reduced time by 50%,Cloud Security Architect
director cloud security encryption iam Owned end-to-end cloud Developed automation Collaborated with cloud,Cloud Security Architect
director iam cloud compliance security Managed cloud Owned end-to-end system Built scalable system,Cloud Security Architect
iam compliance encryption security Responsible for compliance Responsible for encryption Developed system handled team of 2,Cloud Security Architect
compliance encryption cloud security Owned end-to-end project Built scalable project Responsible for security reduced time by 48%,Cloud Security Architect
iam encryption security cloud Worked on project Designed and implemented automation Authored encryption,Cloud Security Architect
iam cloud encryption compliance Collaborated with tooling Improved performance of security Developed compliance,Cloud Security Architect
encryption security cloud iam Collaborated with project Authored security Led a project on encryption reduced time by 54% handled team of 3,Cloud Security Architect
principal encryption iam cloud security Improved performance of automation Developed iam Improved performance of system,Cloud Security Architect
iam encryption cloud security Developed cloud Authored security Optimized iam,Cloud Security Architect
compliance security cloud iam Led a project on iam Authored security Authored tooling reduced time by 12%,Cloud Security Architect
cloud encryption compliance security Owned end-to-end security Authored team Improved performance of project,Cloud Security Architect
compliance security iam encryption Owned end-to-end security Improved performance of automation Optimized tooling reduced time by 52%,Cloud Security Architect
encryption cloud security compliance Led a project on project Built scalable automation Optimized automation,Cloud Security Architect
iam security cloud compliance Built scalable cloud Managed team Implemented CI/CD project reduced time by 29%,Cloud Security Architect
principal security cloud encryption iam Managed system Responsible for compliance Owned end-to-end automation,Cloud Security Architect
compliance encryption iam security Managed cloud Authored cloud Developed compliance,Cloud Security Architect
director encryption iam cloud compliance Worked on iam Worked on compliance Built scalable compliance,Cloud Security Architect
compliance security encryption iam Responsible for cloud Built scalable security Designed and implemented tooling handled team of 13,Cloud Security Architect
iam compliance cloud encryption Owned end-to-end iam Worked on iam Built scalable security,Cloud Security Architect
principal cloud iam compliance security Implemented CI/CD cloud Developed cloud Authored iam reduced time by 30%,Cloud Security Architect
cloud security compliance iam Designed and implemented automation Designed and implemented cloud Collaborated with project reduced time by 46% handled team of 6,Cloud Security Architect
compliance security encryption cloud Responsible for cloud Managed tooling Developed system,Cloud Security Architect
intern cloud encryption compliance security Developed project Led a project on project Designed and implemented project reduced time by 37%,Cloud Security Architect
principal security cloud iam encryption Implemented CI/CD tooling Collaborated with tooling Implemented CI/CD project,Cloud Security Architect
cloud security encryption compliance Developed system Responsible for team Improved performance of automation,Cloud Security Architect
cloud security compliance encryption Worked on automation Owned end-to-end project Improved performance of team,Cloud Security Architect
compliance encryption iam cloud Owned end-to-end iam Implemented CI/CD encryption Built scalable cloud,Cloud Security Architect
manager security encryption compliance cloud Implemented CI/CD tooling Improved performance of system Improved performance of iam,Cloud Security Architect
compliance security cloud iam Built scalable cloud Implemented CI/CD iam Improved performance of project,Cloud Security Architect
security compliance cloud iam Developed encryption Collaborated with automation Responsible for cloud reduced time by 21%,Cloud Security Architect
iam cloud compliance security Built scalable cloud Worked on encryption Developed compliance reduced time by 32%,Cloud Security Architect
senior iam compliance cloud security Developed security Managed project Led a project on cloud handled team of 10,Cloud Security Architect
iam encryption cloud compliance Owned end-to-end tooling Built scalable system Responsible for encryption,Cloud Security Architect
lead compliance cloud encryption iam Authored compliance Optimized project Worked on system,Cloud Security Architect
encryption compliance security iam Collaborated with project Led a project on encryption Improved performance of encryption reduced time by 29% handled team of 11,Cloud Security Architect
junior encryption iam cloud compliance Authored cloud Collaborated with cloud Worked on project reduced time by 36%,Cloud Security Architect
cloud compliance encryption iam Authored encryption Authored project Authored encryption,Cloud Security Architect
intern compliance cloud security iam Responsible for iam Managed compliance Led a project on compliance handled team of 13,Cloud Security Architect
encryption security cloud iam Managed team Implemented CI/CD cloud Authored system reduced time by 30% handled team of 13,Cloud Security Architect
cloud security compliance encryption Implemented CI/CD encryption Implemented CI/CD tooling Built scalable encryption,Cloud Security Architect
security compliance cloud encryption Improved performance of security Developed team Owned end-to-end tooling,Cloud Security Architect
senior iam security compliance cloud Improved performance of security Authored security Implemented CI/CD encryption,Cloud Security Architect
security cloud iam encryption Managed security Optimized cloud Owned end-to-end project handled team of 6,Cloud Security Architect
iam security compliance encryption Managed tooling Developed compliance Built scalable compliance reduced time by 34%,Cloud Security Architect
compliance iam security encryption Authored encryption Managed compliance Managed cloud reduced time by 50% handled team of 2,Cloud Security Architect
principal compliance security iam cloud Collaborated with automation Designed and implemented iam Managed tooling handled team of 10,Cloud Security Architect
director compliance encryption iam cloud Owned end-to-end cloud Owned end-to-end iam Developed automation,Cloud Security Architect
iam cloud encryption security Improved performance of encryption Optimized automation Designed and implemented iam reduced time by 18% handled team of 4,Cloud Security Architect
manager compliance encryption cloud security Optimized tooling Built scalable encryption Optimized team reduced time by 34%,Cloud Security Architect
iam encryption cloud compliance Collaborated with system Designed and implemented system Built scalable tooling,Cloud Security Architect
iam security encryption compliance Managed encryption Owned end-to-end project Responsible for iam reduced time by 13%,Cloud Security Architect
director iam encryption compliance cloud Designed and implemented team Designed and implemented iam Collaborated with project,Cloud Security Architect
encryption cloud iam security Designed and implemented iam Collaborated with project Collaborated with compliance,Cloud Security Architect
compliance iam security cloud Owned end-to-end security Collaborated with project Managed automation reduced time by 26% handled team of 8,Cloud Security Architect
lead iam security encryption compliance Designed and implemented cloud Designed and implemented iam Optimized security reduced time by 40%,Cloud Security Architect
senior iam cloud security encryption Managed team Implemented CI/CD project Improved performance of iam handled team of 12,Cloud Security Architect
encryption security cloud compliance Responsible for project Built scalable encryption Responsible for security,Cloud Security Architect
encryption iam security cloud Designed and implemented automation Designed and implemented team Authored team reduced time by 58%,Cloud Security Architect
cloud iam compliance encryption Designed and implemented compliance Developed tooling Authored encryption,Cloud Security Architect
senior compliance iam encryption security Worked on security Built scalable team Responsible for compliance,Cloud Security Architect
compliance cloud encryption iam Managed encryption Collaborated with compliance Worked on compliance handled team of 8,Cloud Security Architect
senior encryption compliance cloud iam Developed tooling Optimized system Led a project on compliance reduced time by 59%,Cloud Security Architect
cloud encryption security iam Improved performance of system Optimized security Responsible for tooling,Cloud Security Architect
manager compliance security cloud encryption Managed cloud Implemented CI/CD tooling Built scalable team reduced time by 34%,Cloud Security Architect
principal security compliance cloud encryption Led a project on encryption Developed iam Implemented CI/CD project reduced time by 13%,Cloud Security Architect
intern encryption security compliance iam Collaborated with team Worked on automation Built scalable system,Cloud Security Architect
intern security encryption iam compliance Led a project on system Built scalable project Owned end-to-end security handled team of 5,Cloud Security Architect
compliance cloud iam security Managed team Led a project on automation Improved performance of team reduced time by 38% handled team of 12,Cloud Security Architect
security compliance encryption iam Developed iam Built scalable tooling Implemented CI/CD compliance reduced time by 39%,Cloud Security Architect
lead compliance security iam cloud Improved performance of project Collaborated with team Improved performance of team reduced time by 18% handled team of 13,Cloud Security Architect
cloud iam security encryption Managed compliance Implemented CI/CD security Led a project on cloud reduced time by 40%,Cloud Security Architect
encryption iam security cloud Responsible for encryption Worked on security Managed team reduced time by 34%,Cloud Security Architect
lead compliance encryption cloud security Designed and implemented project Responsible for system Managed system reduced time by 49%,Cloud Security Architect
iam compliance cloud encryption Developed tooling Improved performance of security Led a project on cloud,Cloud Security Architect
lead compliance security cloud encryption Built scalable iam Collaborated with iam Responsible for automation,Cloud Security Architect
cloud compliance encryption iam Authored automation Worked on iam Owned end-to-end tooling,Cloud Security Architect
compliance iam cloud encryption Worked on automation Designed and implemented automation Built scalable tooling reduced time by 47%,Cloud Security Architect
senior security encryption iam compliance Developed project Improved performance of encryption Owned end-to-end security handled team of 3,Cloud Security Architect
director compliance cloud security iam Responsible for encryption Improved performance of compliance Developed iam reduced time by 24%,Cloud Security Architect
security cloud compliance encryption Optimized compliance Collaborated with security Managed encryption reduced time by 15%,Cloud Security Architect
security iam encryption cloud Collaborated with iam Led a project on encryption Built scalable security handled team of 8,Cloud Security Architect
compliance iam cloud encryption Developed automation Built scalable compliance Owned end-to-end system,Cloud Security Architect
intern cloud compliance encryption security Built scalable cloud Worked on automation Responsible for security,Cloud Security Architect
senior cloud security encryption compliance Optimized security Implemented CI/CD compliance Developed compliance reduced time by 52% handled team of 12,Cloud Security Architect
intern iam security cloud compliance Optimized system Improved performance of iam Optimized encryption,Cloud Security Architect
cloud iam security encryption Implemented CI/CD cloud Designed and implemented system Optimized project reduced time by 37% handled team of 3,Cloud Security Architect
security cloud compliance encryption Led a project on security Worked on security Authored security reduced time by 37%,Cloud Security Architect
manager compliance security encryption iam Responsible for automation Implemented CI/CD automation Owned end-to-end automation,Cloud Security Architect
encryption compliance security iam Implemented CI/CD cloud Improved performance of cloud Implemented CI/CD system reduced time by 39%,Cloud Security Architect
cloud encryption compliance iam Led a project on security Designed and implemented tooling Built scalable security,Cloud Security Architect
manager cloud iam encryption security Developed team Owned end-to-end team Authored project,Cloud Security Architect
iam encryption compliance cloud Managed iam Authored system Collaborated with system handled team of 4,Cloud Security Architect
encryption cloud security iam Led a project on iam Built scalable cloud Worked on compliance,Cloud Security Architect
iam cloud encryption compliance Collaborated with system Collaborated with automation Improved performance of cloud,Cloud Security Architect
intern security iam cloud encryption Worked on security Led a project on compliance Worked on project handled team of 3,Cloud Security Architect
intern encryption iam compliance security Designed and implemented iam Responsible for project Authored automation,Cloud Security Architect
encryption iam compliance cloud Led a project on project Collaborated with encryption Worked on encryption reduced time by 10%,Cloud Security Architect
iam compliance security encryption Collaborated with system Managed project Optimized team,Cloud Security Architect
encryption iam cloud compliance Designed and implemented security Implemented CI/CD compliance Built scalable project,Cloud Security Architect
principal cloud security iam compliance Responsible for security Collaborated with iam Owned end-to-end automation reduced time by 59%,Cloud Security Architect
principal compliance encryption iam cloud Worked on team Authored compliance Designed and implemented cloud reduced time by 31%,Cloud Security Architect
security compliance encryption iam Designed and implemented system Optimized compliance Optimized project handled team of 2,Cloud Security Architect
iam cloud compliance encryption Led a project on cloud Responsible for cloud Improved performance of compliance reduced time by 19%,Cloud Security Architect
encryption iam cloud compliance Collaborated with compliance Responsible for security Led a project on iam reduced time by 13%,Cloud Security Architect
director cloud compliance security iam Responsible for project Optimized compliance Collaborated with automation,Cloud Security Architect
principal cloud compliance iam security Collaborated with compliance Authored project Built scalable security,Cloud Security Architect
lead iam cloud security encryption Designed and implemented security Managed encryption Collaborated with system reduced time by 41%,Cloud Security Architect
principal security iam compliance cloud Developed automation Improved performance of system Optimized iam,Cloud Security Architect
security cloud encryption iam Improved performance of system Collaborated with compliance Improved performance of iam,Cloud Security Architect
senior compliance cloud encryption iam Managed compliance Worked on system Authored cloud,Cloud Security Architect
cloud compliance iam encryption Worked on automation Optimized tooling Led a project on system reduced time by 51%,Cloud Security Architect
encryption compliance security iam Designed and implemented security Authored team Improved performance of iam reduced time by 59%,Cloud Security Architect
cloud compliance iam encryption Responsible for encryption Improved performance of system Implemented CI/CD system reduced time by 53% handled team of 14,Cloud Security Architect
lead cloud security encryption compliance Developed project Designed and implemented security Built scalable system reduced time by 15%,Cloud Security Architect
